Title	Text	Grade	Level
အခန်း ၁	ရင်းရင်းနှီးနှီး မိတ်ဆက် ကြ ရအောင်	G1	Primary
ရင်းရင်းနှီးနှီး မိတ်ဆက် ကြ ရ အောင် 	စကား ချိုချို ပြော ရအောင်	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ပုံ ထဲ မှာ ဘာ တွေ မြင် ရ သလဲ ၊ ပြော ကြည့် ကြ ရအောင် ။	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ကလေး တွေ ဘာ ဖြစ် နေ ကြ ပြီ ထင် သလဲ ။	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ကလေး တို့ ငှက်ပျောသီး စား ကြ မ လား ကွဲ့	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ဟို မှာ ငှက်ပျောခိုင် ထမ်း လာ တဲ့ ဦးလေး ကြီး လာ ပြီ ဟေ့	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ကလေး တွေ ဘာ လုပ် ကြ မယ် ထင် သလဲ ။	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	မောင်စ အင်း စား မယ် ငါ့ ကို ငှက်ပျောသီး ပေး	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	မောင်ဘ ကျွန်တော် လည်း စား ချင် တယ် ငှက်ပျောသီး ပေး	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	မောင်မြ ဦးလေး ကျွန်တော့် ကို ငှက်ပျောသီး ပေး ပါ	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	မောင်လှ ဦးဦး ရေ ကျွန်တော့် ကို ငှက်ပျောသီး နည်းနည်း ပေး ပါ နော်	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ကလေး တွေ ရ တဲ့ ငှက်ပျောသီး အရေအတွက် က ဘာ ကြောင့် မ တူ ရ တာ လဲ ။	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ငှက်ပျောသီး အများဆုံး ရ တဲ့ ကလေး က သူငယ်ချင်း တွေ ကို ဘာ လုပ် ပေး သလဲ ။	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ကလေး တို့ သာ ဆို ရင် ဘယ်လို ပြော ကြ မ လဲ	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	စကား ကို အမြဲတမ်း ချိုချိုသာသာ ပြော ကြ ရ မယ်	G1	Primary
စကား ချိုချို ပြော ရ အောင် 	ယဉ်ယဉ်ကျေးကျေး ပြော ကြ ပါ စို့	G1	Primary
