Word	Count
။	610
သည်	196
ပါ	179
ကြ	146
ကို	134
က	128
မှာ	112
ကလေး	100
တွေ	95
တယ်	93
နေ	87
____	79
တို့	75
(	73
များ	71
)	71
မ	63
ရ	58
နဲ့	54
ရှိ	50
တစ်	47
ရဲ့	40
လဲ	37
""""	37
ကျွန်တော်	35
ထား	34
၏	34
မည်	34
တဲ့	33
ဖြစ်	32
၊	32
အောင်	31
လာ	31
ပြော	31
ပြီး	30
နိုင်	29
ထဲ	29
သူ	28
နှင့်	28
သလဲ	27
သား	27
တွင်	26
ယောက်	26
မယ်	25
ကျောင်း	25
ပေး	25
ကြည့်	23
ပြီ	23
၍	23
-	22
ခဲ့	22
လား	22
ဆို	21
အသိုက်	21
သတဲ့	20
စရာ	20
သွား	20
၁	20
၂	19
စေ	19
လို့	19
တာ	18
ကောင်း	18
၃	18
သိ	18
ဟာ	17
ရွာ	17
မှတ်	17
ဘာ	16
လိုက်	16
အသတ်	16
လုပ်	15
(ဃ)	15
ရေး	15
ချိုး	15
လေ	15
လေး	15
လက္ခဏာ	15
ပုံ	15
တွဲ	15
ဗျည်း	15
(င)	14
တော့	14
အိမ်	14
ခ	14
+	13
ကစား	13
(ဂ)	13
၄	13
သုံး	13
သော	12
...	12
မိုး	12
ဘယ်လို	12
နား	12
အဘိုးအို	12
ငှက်	12
ချင်	11
ကြီး	11
လှ	11
ပန်း	11
ကျွေး	11
ရာ	11
လျှင်	10
ကျောင်းသား	10
ပညာ	10
အကြောင်း	10
ဖူး	10
စား	10
မှ	10
ထင်းစည်း	10
ဒီ	9
ကြား	9
ပျက်စီး	9
ကူညီ	9
လိပ်ပြာ	9
မောင်ဖိုးချစ်	9
လည်း	9
ဘိုးဘိုး	9
ချစ်	9
၅	9
သနည်း	8
ကျိုး	8
ဝယ်	8
ထွက်	8
တတ်	8
ကာ	8
ကျီး	8
ဦး	8
ချောင်း	8
ဘယ်	8
တိုင်း	8
ကွယ်	8
စကား	8
မြေခွေး	7
ဒုတိယ	7
စီး	7
ဟု	7
အား	7
နေထိုင်	7
အတူ	7
ဘူး	7
တန်း	7
ပေါ်	7
သလား	7
ကိုယ့်	7
စာကြည့်တိုက်	7
အချင်းချင်း	7
ဆင်	7
ဆင်း	7
ပြန်	7
အမူအရာ	7
ဟန်	7
လို	7
ရေ	6
ဆောင်ရွက်	6
ရင်	6
ဘာကြောင့်	6
သာ	6
ရောက်	6
မမ	6
အမည်	6
ည	6
ဦးဇီးကွက်	6
မေမေ	6
ပြုလုပ်	6
ပြ	6
ဒါ	6
အောက်	6
စာ	6
၆	6
ယုန်	6
တာဝန်	6
လ	6
ကိုက်	6
နှစ်	6
ပဲ	6
ဖို့	6
သူ့	6
မနက်	6
မူလတန်း	5
ပွဲ	5
သင်	5
ရေအိုင်	5
လွှတ်	5
ဈေး	5
ကျွန်တော့်	5
ပြတင်းပေါက်	5
ဆွဲ	5
မြင်ကွင်း	5
မောင်လှ	5
နာမည်	5
ကာရယ်	5
သေး	5
မိဘ	5
ခြင်း	5
အလွန်	5
မြန်မာ	5
အဲဒီ	5
ခိုင်း	5
အတွင်း	5
ပျော်	5
ဦးဘ	5
စုပေါင်း	5
ဖခင်	5
လူငယ်	5
ကြွက်	5
အပင်	5
ဖြေ	5
ချိန်	5
ပင်	5
တက်	5
ကောင်	5
ပင့်	5
စီ	5
ကြက်	5
ထည့်	5
ချက်	5
မောင်း	5
ဖြင့်	5
အမေ	5
ပိတ်	4
ကြိုးစား	4
ခြောက်	4
မင်္ဂလာ	4
ဝိုင်းဝန်း	4
မျောက်	4
သို့	4
ကြောင်	4
ကြာအေး	4
လျှောက်	4
၌	4
ဆိတ်	4
ကပ်	4
လှည်း	4
ပုံသဏ္ဌာန်	4
အများ	4
စည်း	4
ကောက်ညှင်းပေါင်း	4
ရိုက်	4
တွေ့	4
စိုက်	4
စောင်း	4
ခု	4
ကျင်းပ	4
မှိတ်	4
ပုံပြင်	4
အဘယ်ကြောင့်	4
သေသေချာချာ	4
မှု	4
ကား	4
မိခင်	4
တော	4
ပန်းပွင့်	4
အသံ	4
ပို	4
စာပိုဒ်	4
မြင်	4
ရန်	4
သူငယ်ချင်း	4
စဉ်	4
ထင်း	4
ထင်	4
သစ်ပင်	4
ချီ	4
အသားတုံး	4
နေ့လယ်	4
၇	4
ရုပ်ပုံ	4
တွန်း	4
မှန်	4
ပြေး	4
ခါ	4
ဒေါ်အေး	4
..	4
အတွက်	4
အချက်	4
အစာ	4
စ	4
စာဘူးတောင်းငှက်	4
ဆုံးမ	4
ခုန်	4
ငှက်ပျောသီး	4
လယ်	4
ထန်းသုံးပင်	4
ခေါ်	4
အစ်ကို	4
စဉ်းစား	4
အစ်မ	4
ပွင့်	4
နားထောင်	4
ခွန်အား	3
တက္ကသိုလ်	3
ကျွမ်းကျင်	3
အဝတ်	3
လွန်း	3
ကောင်းမွန်	3
စေတနာ	3
ကိုင်	3
ဖောက်	3
စွန်	3
ထိုင်	3
ကြိတ်	3
သ	3
အားလုံး	3
ယုံ	3
အိပ်	3
အိတ်	3
တောက်တဲ့	3
စက်ဘီး	3
သီတင်းကျွတ်ပွဲ	3
မေ့သားလှ	3
ခြံ	3
ညီလေး	3
မို့	3
ဆီ	3
အေး	3
ဝှက်	3
စို့	3
မြတ်	3
အချိန်	3
နှိုက်	3
ဝင်	3
မေးခွန်း	3
ကြိုက်	3
ရော	3
တိုက်	3
ကျက်	3
ပျက်	3
ပုသိမ်ထီး	3
အားပေး	3
ဘဲ	3
ထိန်း	3
ဝါး	3
ငြိမ်း	3
ငြိမ်	3
ပေါ	3
မိန်းကလေး	3
ဝပ်	3
အချိန်မီ	3
ရပ်	3
မုန်း	3
ကုန်	3
ပြတ်	3
ခတ်	3
ပြိုင်ပွဲ	3
နိုင်ငံတော်	3
သိမ်း	3
ညစ်ပေ	3
စကားလုံး	3
ယွန်းအစ်	3
မျှစ်	3
ကျစ်	3
ဆု	3
စာဖတ်	3
လမ်းလျှောက်	3
နှုတ်	3
တွင်း	3
တူ	3
စိတ်ဝင်စား	3
ထောင်	3
တောင်	3
ထင်းချောင်း	3
အခါ	3
အစည်း	3
သော်	3
ပိုးစုန်းကြူး	3
စာသင်	3
ပန်းဝတ်ရည်	3
ပျော်ပျော်ရွှင်ရွှင်	3
ရွှေ	3
ဟုတ်	3
ငှက်မ	3
ရှဉ့်	3
အလင်းရောင်	3
စောင်	3
ထမင်း	3
နေရာ	3
စည်းစည်းလုံးလုံး	3
အလွယ်တကူ	3
သည့်	3
ဖြောင့်	3
မြင်း	3
တင်မိုး	3
မျိုး	3
နင်း	3
ပြင်	3
ဆင့်	3
သင့်	3
ယာဉ်	3
ခံစား	3
ဘကြီးဖြိုး	3
နော်	3
ကြောင့်	3
ရောင်း	3
ကောင်းကင်	3
ရှေး	3
စာသင်ခန်း	3
၈	3
လယ်လုပ်	3
မှာကို	3
ကြည့်ရှု	3
ဆန်	3
သမီး	3
အားလပ်ရက်	3
အခု	3
ကျ	3
မြေး	3
အဖေ	3
အမြဲ	3
သယ်	3
ကျွိ	3
သန့်ရှင်းရေး	3
ကွင်း	3
ဝါကျ	3
ကျွန်မ	3
ဖျက်ဆီး	3
သင်ယူ	3
ပြုတ်	3
အခန်း	3
ဇီးကွက်	3
အုပ်	3
ယခု	3
တုတ်	3
ပိတုန်း	3
အသီး	3
ခုတ်	3
မည်သည့်	2
လှပ	2
မိ	2
ရွက်လှေ	2
မြှောက်	2
ကဲ့သို့	2
ဖိုးလနတ်သား	2
အရေး	2
အေးအေး	2
ထို့ကြောင့်	2
ကြက်တူရွေး	2
အပြော	2
အဆွေ	2
ရက်ကန်းစင်	2
သနား	2
သဘောကျ	2
ကွက်	2
အားထုတ်	2
မြှောက်ပင့်	2
သတိထား	2
ခက်	2
အော်	2
ကက်	2
-က်	2
ပုဒ်မ	2
ကောက်ရိတ်	2
အလံတိုင်	2
အလံ	2
စာဘူးတောင်း	2
လွန်	2
ထွန်	2
တွန်	2
ရွှေဥဩ	2
ကာတွန်း	2
ပန်းခင်း	2
အပေါ်	2
ခြောက်လှန့်	2
သောက်	2
ခြုံ	2
ညှိုးနွမ်း	2
လုံ	2
ငါ့	2
ချ	2
ပတ်ဝန်းကျင်	2
သဘောထား	2
ခုံ	2
ဟင်း	2
ဆံထုံး	2
မေး	2
ဥစ္စာ	2
အုံ့မှိုင်း	2
မီးပုံးပျံ	2
န်း	2
မှုန့်	2
မှုန်	2
ဖြုံ	2
ချုံ	2
လက်သမား	2
ကျွံ	2
ရွှံ့	2
ရှေ့	2
ခင်	2
သန့်ရှင်း	2
နေ့တိုင်း	2
ဆေးကြော	2
ကနေ	2
စိုက်ခင်း	2
အားလပ်ချိန်	2
တချို့	2
ကစားကွင်း	2
ကိုယ်	2
ရှင်းပြ	2
ရွာသား	2
အချို့	2
သီးနှံ	2
ထူးခြား	2
နှီးဖြာ	2
ထို	2
ထူးချွန်	2
ခန်း	2
သက်ငယ်ပျစ်	2
အဘွားငြိမ်း	2
အခြား	2
အကူအညီ	2
အနီး	2
ရက်	2
ဖွံ့ဖြိုး	2
ဘက်	2
ထွန်တုံး	2
တိုး	2
မောင်မောင်	2
ဖက်	2
ယပ်တောင်	2
တ	2
ဆတ်	2
-ဉ်	2
ပျား	2
ကျပ်	2
ညှပ်	2
နွားတင်းကုပ်	2
ဉာဏ်	2
ဓာတ်ပုံ	2
ဝတ်	2
တောအုပ်	2
အိုးပုတ်	2
ကုံး	2
တုပ်	2
ကြတ်	2
ကတ်	2
-ပ်	2
-တ်	2
အပ်	2
စာကလေး	2
ပိန္နဲသီး	2
မြို့ပြ	2
ကျေးလက်	2
ဘုရား	2
ပ	2
သစ်စက်	2
အဓိပ္ပာယ်	2
ယ	2
ဆ	2
ရောဂါ	2
တိရစ္ဆာန်	2
ဝိုင်း	2
ထပ်	2
ကျုတ်	2
ပထမ	2
မြိတ်	2
ပိတ်စ	2
ချိပ်	2
ကျိပ်	2
လိပ်	2
သိပ်	2
တိတ်	2
