Word	Count
။	1305
ကို	482
သည်	435
ပါ	319
က	271
ရ	244
၊	243
များ	206
တဲ့	198
တယ်	198
ကြ	195
မှာ	170
တို့	159
တွေ	154
ဖြစ်	129
၏	121
သော	117
မ	114
တွင်	114
တာ	112
ရေး	110
ခဲ့	110
တစ်	108
ရှိ	107
အောင်	106
ပြီး	103
နေ	99
နှင့်	99
ထား	94
ဆို	92
မည်	90
ပြော	87
လဲ	85
မယ်	85
လို့	85
၍	82
ကြည့်	77
နဲ့	71
၂	66
)	63
သွား	62
ကောင်း	61
(	61
တော့	61
လာ	60
၁	57
၃	54
လည်း	53
ကြောင့်	51
နိုင်	51
သည့်	48
ပွင့်	47
ဆား	46
=	46
ပြ	46
ဖြင့်	45
သူ	44
...	44
ပန်း	42
စကားလုံး	42
ရေ	42
ဘာ	41
စွာ	41
ပုံ	41
ရဲ့	41
ခု	40
သို့	40
ကြီး	39
ပေး	38
သနည်း	38
မျိုး	37
၄	37
သူငယ်ချင်း	36
ကစား	36
ထဲ	36
ပုဂံ	35
အကြောင်းအရာ	35
ကြိုက်	34
၆	34
လ	34
အခါ	33
ကြက်ဥစိမ်း	33
သုံး	33
စာအုပ်	33
အကြောင်း	32
ခြင်း	32
စာ	31
ဘယ်လို	31
ရာ	31
ဘယ်	30
ကြက်ဥပြုတ်	30
ကလေး	30
အမည်	30
၅	30
သလဲ	30
မြန်မာ	30
ဖော်ပြ	30
ချက်	29
လား	29
နှစ်သက်	29
စဉ်းစား	29
လုပ်	28
____	28
မှ	28
မေး	28
မေးခွန်း	28
စေ	28
ဟု	27
ရင်	27
ပို	27
စား	26
ဇာတ်	25
ကာ	25
အတွက်	25
လေ	25
မှု	24
၌	24
ငါ	24
မှတ်စု	24
ရန်	24
ကိုယ်	24
လို	24
ဒေသ	24
ယောက်	23
မင်း	23
ချင်	23
သိ	22
ဆရာမ	22
သဘင်	22
နှစ်	22
ဦးဘိုးစိန်	22
နည်း	21
နေရာ	21
ပဲ	21
ကျွန်တော်	21
ဖို့	20
အဘယ်	20
အောက်ပါ	20
မိမိ	20
အလိုက်	20
အား	20
ပေါ်	20
လိုက်	20
လုလင်	20
နေ့	20
နော်	19
ဖတ်	19
လျှင်	18
ဝါကျ	18
စကား	18
တတ်	18
-	18
ဝင်	18
ရာသီ	18
သလား	18
မြို့	17
ဆွဲ	17
သစ်ပင်	17
ဆရာ	17
ကြောင်း	17
ရှာ	17
ကျွန်မ	17
အတွင်း	17
ကျောင်း	17
ထို	16
စရာ	16
သူသူမွန်	16
ပင်	16
သာ	16
မိ	16
”	16
အချက်	15
ပုံပြင်	15
အဖွဲ့	15
ပြန်	15
“	15
ရွေး	15
ရောက်	15
ထွက်	15
သီတင်းကျွတ်	14
လုံး	14
အဘိုးအို	14
သင်	14
စိတ်	14
သာဓက	14
တွေ့	14
ကန်တော့	14
ပိုင်း	13
အိုး	13
နမူနာ	13
လည်	13
ဒါ	13
ကဗျာ	13
၇	13
ဆက်	13
အသုံးပြု	13
ပညာ	13
သမီး	13
ပြည်	13
ဗျိုင်း	13
ယူ	13
ဖြေ	12
ရာသီပန်း	12
ဘဲ	12
ကြိုးကြာ	12
ပေါ့	12
မှတ်	12
ခေါင်းစဉ်	12
ဖူး	12
မေမေ	12
လေ့လာ	12
တီချယ်	12
ရင်း	12
ပေ	12
အိမ်	12
ပြီ	12
လိမ့်	12
ဦး	12
သေး	12
တူညီ	12
အလွန်	12
မင်းသား	12
ဖမ်း	11
ဒီ	11
ငါး	11
ဒေါ်ခတ္တာ	11
ရွေးချယ်	11
လှ	11
ခေါ်	11
သင်ခန်းစာ	11
ဟာ	11
အက်	11
တိုင်း	11
ပြုလုပ်	11
လယ်သမား	11
စ	11
မြေ	11
ဆိုင်	11
ဟုတ်	11
နိုင်ငံ	10
မိုးရွာ	10
လေး	10
ဖြည့်	10
အဖြေ	10
ကျွန်ုပ်	10
ဒုတိယ	10
အရသာ	10
တူ	10
သတ်မှတ်	10
ဆယ့်နှစ်လရာသီ	10
ကဲ့သို့	10
ဒေါ်ခင်မိုးပွင့်	10
ဖွဲ့	10
ငှက်	10
ဆရာကြီး	10
မျိုးနွယ်	10
အကျိုး	10
ရယ်	10
အသင်း	10
ကြက်ဥ	10
တွေး	10
အိုးကလေး	10
ပုံစံ	9
ဆီ	9
သူ့	9
ဒီလို	9
ဘူး	9
အချိန်	9
ည	9
တည်	9
စာစီစာကုံး	9
ပထမ	9
၎င်း	9
တတိယ	9
အဖြစ်	9
တုန်း	9
အဘိုး	9
ခွဲခြား	9
အလုပ်	9
ထင်	9
ဦးမြတ်ကျော်	9
စာမျက်နှာ	8
အခွံ	8
ထင်ရှား	8
ပုဒ်ကလေး	8
အိပ်	8
မြင်	8
ထို့ကြောင့်	8
လက်ရာ	8
လက်	8
ပေါက်	8
ရွာ	8
အဲဒီ	8
ရှေး	8
အဖြစ်အပျက်	8
နား	8
ထက်	8
ဒါပေမဲ့	8
ဖက်	8
မိဘ	8
ဘက်	8
ဘိုးဘိုး	8
မေ့	8
စသည်	8
ဓာတ်ပုံ	8
အသုံးဝင်	8
စာပိုဒ်	8
ခံ	8
သစ်	8
လူ	8
သရက်သီး	8
လည်ပုံ	8
အဓိပ္ပာယ်	8
လှည့်	8
သောအခါ	8
ကတွတ်ပေါက်	8
ပုံသဏ္ဌာန်	8
ဝယ်	8
သတ်ပုံ	8
ထူးခြား	8
ခေတ်	7
အက	7
ပစ္စည်း	7
ခွဲ	7
ထိုင်	7
ဆုလာဘ်	7
လယ်တော	7
၄၀	7
အားကစား	7
ငါ့	7
ဓာတ်	7
သား	7
ငယ်ငယ်	7
တိရစ္ဆာန်	7
မဲ့	7
ထိုသို့	7
အပင်	7
ဟူ၍	7
နယ်	7
ခံစား	7
ရှင်းပြ	7
အတိုင်း	7
ရေးသား	7
လမ်း	7
အခြေအနေ	7
ကြည့်ရှု	7
ကဲ	7
သိပ်	7
တင်	7
ရော	7
မည့်	7
ပြု	7
စီ	7
စဉ်	7
ယခု	7
ငယ်	7
၈	6
ဤ	6
ကျေးဇူး	6
အားလုံး	6
မီးထွန်းပွဲတော်	6
ကြောင်ကလေး	6
အောက်	6
ဆိုလိုရင်း	6
ရုံ	6
ပူဇော်	6
စကားပုံ	6
စိုက်	6
နောက်	6
ဇယား	6
ဆုံး	6
အချင်းချင်း	6
လွယ်	6
ပြည်နယ်	6
တိုးတက်	6
လျက်	6
ဝိုင်း	6
ခုနှစ်	6
ကျန်	6
လုပ်ဆောင်	6
ဆင်နွှဲ	6
လပြည့်	6
အသံ	6
ရွှေ	6
ကျ	6
နားလည်	6
ထံ	6
ယဉ်ကျေး	6
အမှန်	6
ကွက်လပ်	6
မြန်မာ့	6
တခြား	6
ရွတ်	6
အထက်	6
ဘောလုံး	6
ခတ္တာ	6
သော်	6
ရှေးဟောင်း	6
ကြား	6
၃၂	6
စိုက်ပျိုး	6
သေသေချာချာ	6
ပန်းချီ	6
မုန့်ဟင်းခါး	6
အစားအစာ	6
အာနန္ဒာ	6
ရနံ့	6
သဗ္ဗညု	6
အရာ	6
ဘုရား	6
သဖြင့်	6
ပြင်	5
အရပ်	5
အကုန်	5
တ	5
မှတ်သား	5
ရုပ်ပုံ	5
လှပ	5
ဆု	5
ဝတ်	5
မူတည်	5
အနုပညာ	5
ရွှေစည်းခုံ	5
ကိုက်	5
ရေကန်	5
တီထွင်	5
ထမင်း	5
ထိ	5
လောင်း	5
အကြောင်းရင်း	5
ကောင်	5
ဖေဖေ	5
မူ	5
အဖြူရောင်	5
သမိုင်းဝင်	5
ထမ်း	5
ထုတ်	5
နေသာ	5
စာဖတ်	5
ခရီးသွား	5
ထည့်	5
ပုဒ်	5
ကျော်ကျော်	5
ကြာရှည်	5
အဝတ်အစား	5
အတူတူ	5
လေ့ကျင့်	5
အသား	5
ကြိုးစား	5
ဘိုးဘွား	5
နောင်နောင်	5
တပ်	5
ဘွဲ့	5
စောင့်	5
ကြက်	5
ချဲ့ထွင်	5
နှုတ်သီး	5
လောက်	5
၁၃	5
ပွဲ	5
အုံး	5
စိတ်ကူး	5
ချင်း	5
ကျန်းမာ	5
အသက်	5
ဟူသော	5
လေ့	5
လိပ်စာ	5
ကိုယ့်	5
ချွန်	5
ဆောင်ရွက်	5
ကံ့ကော်ပန်း	4
မာတိကာ	4
မြန်မြန်	4
မသတ်	4
ညှိ	4
စိတ်ဝင်စား	4
စာပေ	4
ပြည့်	4
ဆိုရိုးစကား	4
သလို	4
တာဝတိံသာ	4
နာမည်	4
နတ်ပြည်	4
အောင်မြင်	4
အရောင်	4
ရိုသေ	4
သတဲ့	4
လယ်	4
အခြား	4
အပြင်	4
အလယ်	4
နံရံဆေးရေး	4
မြတ်လေးပန်း	4
ရက်	4
သယ်	4
ချီးမြှင့်	4
ပတ်	4
တော်	4
ခိုင်းနှိုင်း	4
ခိုင်းနှိုင်းပုံ	4
အမှတ်စဉ်	4
လယ်ထွန်	4
လေးစား	4
ဂုဏ်သိက္ခာ	4
ရာသီဥတု	4
ကွာခြား	4
မိသားစု	4
လွန်	4
နှင့်	4
ဩဝါဒ	4
သုတေသန	4
အစွမ်း	4
သန်လျက်	4
ထိုအခါ	4
ပစ်	4
အတုယူ	4
ဓား	4
ကျွမ်းကျင်	4
တန်ခိုး	4
ဗိသုကာ	4
ထွန်းညှိ	4
အကြံဉာဏ်	4
ယိမ်းအက	4
နွား	4
ဝေဝေဆာဆာ	4
/	4
အကာ	4
မျိုးစုံ	4
စံကားဝါပန်း	4
ခင်	4
ကျောင်းသား	4
ဈေး	4
ကျောင်းပိတ်ရက်	4
အများကြီး	4
ဇာတ်မင်းသားကြီး	4
ခေတ်မီ	4
ဇာတ်နိပါတ်	4
မှန်မှန်	4
ကာပြန်	4
ပျော်	4
စံပယ်ပန်း	4
မိခင်	4
အတူ	4
လှီး	4
ဆည်းပူး	4
တွဲ	4
