Title	Text	Grade	Level
ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော်အစိုးရ	ပညာ ရေး ဝန်ကြီးဌာန ကဗျာ ၊ ပုံပြင် ၊ ပြဇာတ် ၊ ဝတ္ထု သုတ ရသ ဆောင်းပါး အသုံးချ ဘာသာ စကား ၂၀၁၉ - ၂ဝ၂ဝ ပညာရေး ဝန်ကြီးဌာန နိုင်ငံတော် မှ အခမဲ့ ထောက်ပံ့ ပေး သည် ။ အခြေခံ ပညာ သင်ရိုးညွှန်းတမ်း ၊ သင်ရိုး မာတိကာ နှင့် ကျောင်း သုံး စာအုပ် ကော်မတီ ၂၀၁၉ - ၂၀၂၀ ( ၂၀၁၉ ခုနှစ် ၊ ဇန်နဝါရီ လ ၊ အုပ် ရေ - ၁၆ ၉ ၁၉၃၂ ၂၀၁၉ - ၂၀၂၀ ပညာသင် နှစ် အခြေခံ ပညာ သင်ရိုးညွှန်းတမ်း ၊ သင်ရိုး မာတိကာ နှင့် ကျောင်း သုံး စာအုပ် ကော်မတီ ၏ မူ ပိုင် ဖြစ် သည် ။ အလုပ် အမိန့် အမှတ် - / ၁၉ ဖြင့် မြန်မာ နိုင်ငံ ပုံနှိပ် နှင့် ထုတ်ဝေ သူ လုပ်ငန်းရှင် များ အသင်း ) ပုံနှိပ်တိုက် ၊ ရန်ကုန် မြို့ တွင် ပုံနှိပ် သည် ။	G6	Lower Secondary
ကျောင်းသုံးစာအုပ်မိတ်ဆက်	ဤ အတန်း တွင် မြန်မာ စာ ဘာသာရပ် အကြောင်း နှင့် ယင်း ဘာသာရပ် ကို လက်တွေ့ ဘဝ တွင် အသုံးချ ပုံ များ ကို ပိုမို နားလည် နိုင် စေ မည့် အသိပညာ ၊ ကျွမ်းကျင် မှု အသစ် များ ဖွံ့ဖြိုး လာ ရန် ဆရာ ၊ အတန်းဖော် များ နှင့်အတူ အဖွဲ့ လိုက် လုပ်ငန်း များ လုပ်ဆောင် သင်ယူ မည် ။ ထို့အပြင် ပြဿနာ အခက်အခဲ များ ကို ဖြေရှင်း တတ် ရန် နှင့် စဉ်းစား တွေး ခေါ် ဖန်တီး တတ် ရန် လေ့လာ သင်ယူ မည် ။ အချို့ စာသင် ချိန် များ တွင် အဖွဲ့ လိုက် လုပ်ဆောင် ကြ ပြီး အချို့ စာသင် ချိန် များ တွင် အတန်း လိုက် သို့မဟုတ် တစ် ဦး ချင်း လေ့လာ သင်ယူ ကြ မည် ဖြစ် သည် ။ သင်ယူ ရ မည့် အကြောင်းအရာ ဤ ဘာသာရပ် ကျောင်း သုံး စာအုပ် တွင် အောက်ပါ အဓိက အကြောင်းအရာ များ ပါဝင် သည် ။ စဉ် အမျိုးအစား အပိုင်း - ၁ ကဗျာ ၊ စကားပြေ ၊ အသုံးချ ဘာသာ စကား ၁ ။ ကဗျာ ၂ ။ စကားပြေ ( ၁ ) သုတ ရသ စကားပြေ ( ၂ ) ပုံပြင် ( ၃ ) ဝတ္ထု ၃ ။ ( ၄ ) ပြဇာတ် ( ၅ ) ရသ စာတမ်း အသုံးချ ဘာသာ စကား ( ဆိုရိုးစကား ၊ စကားပုံ ၊ ခိုင်းနှိုင်း စကား ၊ သွယ်ဝိုက် စကား ) အပိုင်း - ၂ မြန်မာ သဒ္ဒါ စဉ် ၁ ။ အမျိုးအစား နာမ် အစု ( ၁ ) နာမ် ( ၂ ) နာမ်စား ( ၃ ) ကြိယာ နာမ် ၂ ။ ကြိယာ အစု ( ၁ ) ကြိယာ ( ၂ ) နာမ် ပေါင်း ကြိယာ ( ၃ ) ကြိယာထောက် ၃ ။ ဝါကျ ရိုး ( ၁ ) ကတ္တားပုဒ် နှင့် ကြိယာပုဒ် ပါ သော ဝါကျ ရိုး ဖွဲ့ နည်း	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	သင်ခန်းစာ အားလုံး တွင် တက်ကြွ စွာ ပါဝင် သင်ယူ နိုင် ရန် အထောက်အကူပြု မည့် အရေးပါ သော ၂၁ ရာစု ကျွမ်းကျင် မှု များ အဖြစ် ဆရာ က အသုံးပြု သင်ကြား ပေး မည် ။	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	ပူးပေါင်း ဆောင်ရွက် ခြင်း - သင်ခန်းစာ များ သင်ယူ ရာ တွင် ကျောင်းသား ကျောင်းသူ များ သည် အတန်းဖော် များ နှင့် အုပ်စု ဖွဲ့ ပြီး အတွေးအခေါ် များ မျှဝေ ခြင်း ၊ အဖြေ များ အတူ ရှာဖွေ ခြင်း တို့ ကို လုပ်ဆောင် မည် ။	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	ဆက်သွယ် ပြောဆို ခြင်း - ဘာသာ စကား သင်ခန်းစာ များ တွင် သာမက ဘာသာရပ် အားလုံး တွင် သင်ခန်းစာ များ ကို ရေး ခြင်း ၊ ဖတ် ခြင်း ၊ ပြော ခြင်း ၊ နားထောင် ခြင်း နှင့် နှုတ် ဖြင့် ဆက်သွယ် ပြောဆို ခြင်း ၊ ကိုယ် အမူအရာ ဖြင့် ဆက်သွယ် ပြောဆို ခြင်း စ သည့် ကျွမ်းကျင် မှု များ ဖွံ့ဖြိုး လာ မည် ။	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	လေးနက် စွာ ဆန်းစစ် ဝေဖန် ခြင်း နှင့် ပြဿနာ ဖြေရှင်း ခြင်း - ဖြေရှင်း ရန် စိတ်ဝင်စား ဖွယ် ပြဿနာ များ ၏ အဖြေ များ ကို ရှာဖွေ ခြင်း နှင့် တင်ပြ ခြင်း ၊ အမှား များ ကို ရှာဖွေ ခြင်း နှင့် ပြုပြင် ခြင်း တို့ ပြုလုပ် ရ လိမ့် မည် ။	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	တီထွင် ဖန်တီး ခြင်း - ဘောင်ခတ် ထား သည့် အခြေအနေ ထဲ မှ ထွက် ၍ တွေး ခေါ် ခြင်း သည် အရေးပါ သော ၂၁ ရာစု ကျွမ်းကျင် မှု တစ် ခု ဖြစ် သည် ။ အတွေးအခေါ် သစ် များ ရ ရှိ ရန် ၊ နည်းလမ်း သစ် များ ဖြင့် ပြဿနာ များ ဖြေရှင်း ရန် ကျောင်းသား ကျောင်းသူ များ ကို ပေး လိမ့် မည် ။	G6	Lower Secondary
သင်ယူကြရမည့်နည်းလမ်းများ	နိုင်ငံ သား ကောင်း ဖြစ် ခြင်း - နိုင်ငံ သား ကောင်း ဖြစ် ရန် ကျောင်း လူမှု အဖွဲ့အစည်း တွင် တက်ကြွ စွာ ပါဝင် လုပ်ဆောင် ခြင်း ၊ တရားမျှတ ခြင်း ၊ သဘောထား ကွဲလွဲ မှု ဖြေရှင်း ခြင်း စသည် တို့ ကို လေ့ကျင့် သင်ယူ ရ မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	ဆဌမ တန်း ၊ မြန်မာ စာ ဘာသာရပ် ကျောင်း သုံး စာအုပ် ကို သင်ယူ ပြီး သောအခါ ကျောင်းသား ကျောင်းသူ များ သည် အောက်ပါ တို့ ကို လုပ်ဆောင် နိုင် မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	သဒ္ဒါ ကို သင်ကြား ခြင်း ဖြင့် နာမ် အစု တွင် ပါဝင် သော နာမ် ၊ နာမ်စား ၊ ကြိယာ နာမ် နှင့် ကြိယာ အစု တွင် ပါဝင် သော ကြိယာ ၊ ကြိယာထောက် ၊ နာမ် ပေါင်း ကြိယာ တို့ အား ဝါကျ ၌ အသုံးပြု ပုံ ကို သိ လာ မည် ။ ကတ္တားပုဒ် နှင့် ကြိယာပုဒ် ပါဝင် သော ဝါကျ ရိုး များ ကို တည်ဆောက် တတ် လာ မည် ။ မြန်မာ့ လူမှု ဆက်သွယ်ရေး တွင် သဒ္ဒါ ၏ အရေးပါ ပုံ ကို စတင် သိရှိ ၍ မှန်မှန်ကန်ကန် ပြောတတ် ရေးတတ် လာ မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	ကဗျာ ကို သင်ကြား ခြင်း ဖြင့် ကဗျာ ကို အဖြတ်အတောက် မှန် စွာ ရွတ်ဆို တတ် လာ မည် ။ ကဗျာ မှ အသံ ၏ အရသာ ကို ခံစား နှစ်သက် တတ် လာ မည် ။ ကဗျာ အကြောင်းအရာ ကို ခံစား ၍ စဉ်းစား ဆင်ခြင် တတ် လာ မည် ။ ကဗျာ ကို ရွတ် ကာ ကဗျာ အကြောင်းအရာ ကို ရှင်းပြ နိုင် လာ မည် ။ ကဗျာ အကြောင်းအရာ ကို မိမိ စကား ဖြင့် စကားပြေ ပြန် ရေး တတ် လာ မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	သုတ စကားပြေ များ ( ပုသိမ်ထီး ၊ မြန်မာ့ ဆိုင်းဝိုင်း ၊ ဆင် ဝေါဟာရ အသုံးအနှုန်း ) တို့ ကို ဖတ်ရှု ခြင်း ဖြင့် မှတ်သား စရာ ဗဟုသုတ များ ကို ရှာဖွေ မှတ်ယူ တတ် လာ မည် ။ သုတ ၏ တန်ဖိုး ကို သိ လာ မည် ။ လက်တွေ့ ဘဝ တွင် အသုံးချ လာ နိုင် မည် ။ သုတ ရသ စကားပြေ ဖြစ် သည့် အတ္ထုပ္ပတ္တိ များ ကို ဖတ်ရှု ခြင်း အား ဖြင့် အတ္ထုပ္ပတ္တိ ရှင် များ ၏ ဘဝ အတွေ့အကြုံ များ နှင့် ကြိုးစား အားထုတ် မှု များ ကို ဗဟုသုတ အဖြစ် အတုယူ အား ကျ စိတ် များ ပါ ရ ရှိ လာ နိုင် သည် ။ ရသ စကားပြေ များ ( ပုံပြင် ၊ ဝတ္ထု ၊ ပြဇာတ် ၊ ရသ စာတမ်း ၊ သွယ်ဝိုက် စကား ၊ ခိုင်းနှိုင်း စကား ) ကို ဖတ်ရှု ခြင်း အား ဖြင့် ခံစား မှု များ ကို သဘာဝ ကျကျ ၊ မှန်မှန်ကန်ကန် ခံစား တတ် လာ မည် ။ ခံစား မှု များ မှ တစ်ဆင့် စဉ်းစား ဆင်ခြင် တတ် လာ မည် ။ အမှား အမှန် ကို ဆုံးဖြတ် နိုင် လာ မည် ။ အသိတရား များ ၊ သင်ခန်းစာ များ ကို လက်တွေ့ ဘဝ တွင် အသုံးချ တတ် လာ မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	ဤ ကျောင်း သုံး စာအုပ် တွင် ကျောင်းသား ကျောင်းသူ များ ၏ လေ့လာ သင်ယူ မှု များ ကို ကူညီ လမ်းညွှန် ပေး မည့် အောက်ပါ ကဲ့သို့ သော သင်္ကေတ များ ကို တွေ့ ရ လိမ့် မည် ။	G6	Lower Secondary
စာသင်နှစ်အဆုံးတွင် သိရှိသွားပြီး လုပ်ဆောင်နိုင်မည့်ရလဒ်များ	ဖတ် ပါး ရေး ပါ အိုင်စီတီ / အင်တာနက် ချိတ် ပါ သူငယ်ချင်း တွေ ကို ပြော ပြ ပါ နားထောင် ပါ ဆွေးနွေး ပါ စဉ်းစား ပါ ရွေးချယ် နိုင် သော သင်ခန်းစာ / မိမိ အမြင် လေ့ကျင့်ခန်း စဉ်းစား ပြီး ရေး ပါ အိမ် စာ ရှာဖွေ ပါ နှိုင်းယှဉ် ပါ / ယှဉ်တွဲ ပါ အောက်ပါ ကဲ့သို့ လေး ထောင့် ကွက် များ က လည်း ကျောင်းသား ကျောင်းသူ များ ၏ လေ့လာ သင်ယူ မှု များ ကို ကူညီ လမ်းညွှန် ပေး ပါ မည် ။ အဓိက အချက် များ သင် သိ ခဲ့ သော အချက် များ အံ့ဩ ဖွယ် အချက် များ အကြံပြုချက် များ	G6	Lower Secondary
